Cell	Cell_Type	Gender
D8.MAA000572.3_8_M.1.1	microglial_cell	M
G3.MAA000572.3_8_M.1.1	microglial_cell	M
I1.MAA000572.3_8_M.1.1	microglial_cell	M
J9.MAA000572.3_8_M.1.1	microglial_cell	M
K21.MAA000572.3_8_M.1.1	microglial_cell	M
M4.MAA000572.3_8_M.1.1	microglial_cell	M
I2.MAA000572.3_8_M.1.1	microglial_cell	M
J10.MAA000572.3_8_M.1.1	microglial_cell	M
K22.MAA000572.3_8_M.1.1	microglial_cell	M
M5.MAA000572.3_8_M.1.1	microglial_cell	M
N9.MAA000572.3_8_M.1.1	microglial_cell	M
D10.MAA000572.3_8_M.1.1	microglial_cell	M
G5.MAA000572.3_8_M.1.1	microglial_cell	M
G7.MAA000572.3_8_M.1.1	microglial_cell	M
I3.MAA000572.3_8_M.1.1	microglial_cell	M
J11.MAA000572.3_8_M.1.1	microglial_cell	M
L1.MAA000572.3_8_M.1.1	microglial_cell	M
M6.MAA000572.3_8_M.1.1	microglial_cell	M
N10.MAA000572.3_8_M.1.1	microglial_cell	M
B2.MAA000572.3_8_M.1.1	microglial_cell	M
D12.MAA000572.3_8_M.1.1	microglial_cell	M
I4.MAA000572.3_8_M.1.1	microglial_cell	M
J12.MAA000572.3_8_M.1.1	microglial_cell	M
L2.MAA000572.3_8_M.1.1	microglial_cell	M
M7.MAA000572.3_8_M.1.1	microglial_cell	M
N11.MAA000572.3_8_M.1.1	microglial_cell	M
B3.MAA000572.3_8_M.1.1	microglial_cell	M
D16.MAA000572.3_8_M.1.1	microglial_cell	M
G8.MAA000572.3_8_M.1.1	microglial_cell	M
G9.MAA000572.3_8_M.1.1	microglial_cell	M
I6.MAA000572.3_8_M.1.1	microglial_cell	M
J14.MAA000572.3_8_M.1.1	microglial_cell	M
L3.MAA000572.3_8_M.1.1	microglial_cell	M
M8.MAA000572.3_8_M.1.1	microglial_cell	M
N12.MAA000572.3_8_M.1.1	microglial_cell	M
B4.MAA000572.3_8_M.1.1	microglial_cell	M
D18.MAA000572.3_8_M.1.1	microglial_cell	M
J19.MAA000572.3_8_M.1.1	microglial_cell	M
