Cell	Cell_Type	Gender
F12.B002421.3_39_F.1.1	leukocyte	F
H3.B002421.3_39_F.1.1	leukocyte	F
A13.B002421.3_39_F.1.1	leukocyte	F
G7.B002421.3_39_F.1.1	leukocyte	F
D20.B002421.3_39_F.1.1	leukocyte	F
C12.B002421.3_39_F.1.1	leukocyte	F
N2.B002421.3_39_F.1.1	leukocyte	F
M1.B002421.3_39_F.1.1	leukocyte	F
K18.B002421.3_39_F.1.1	leukocyte	F
N10.B002421.3_39_F.1.1	leukocyte	F
M6.B002421.3_39_F.1.1	leukocyte	F
L6.B002421.3_39_F.1.1	leukocyte	F
H20.B002421.3_39_F.1.1	leukocyte	F
P7.B002421.3_39_F.1.1	leukocyte	F
E5.B002423.3_39_F.1.1	leukocyte	F
J2.B002423.3_39_F.1.1	leukocyte	F
A16.B002423.3_39_F.1.1	leukocyte	F
F12.B002423.3_39_F.1.1	leukocyte	F
J5.B002423.3_39_F.1.1	leukocyte	F
E12.B002423.3_39_F.1.1	leukocyte	F
J6.B002423.3_39_F.1.1	leukocyte	F
E13.B002423.3_39_F.1.1	leukocyte	F
F17.B002423.3_39_F.1.1	leukocyte	F
C7.B002423.3_39_F.1.1	leukocyte	F
F19.B002423.3_39_F.1.1	leukocyte	F
I8.B002423.3_39_F.1.1	leukocyte	F
J10.B002423.3_39_F.1.1	leukocyte	F
D12.B002423.3_39_F.1.1	leukocyte	F
I10.B002423.3_39_F.1.1	leukocyte	F
J12.B002423.3_39_F.1.1	leukocyte	F
E20.B002423.3_39_F.1.1	leukocyte	F
I11.B002423.3_39_F.1.1	leukocyte	F
G1.B002423.3_39_F.1.1	leukocyte	F
D17.B002423.3_39_F.1.1	leukocyte	F
C15.B002423.3_39_F.1.1	leukocyte	F
D20.B002423.3_39_F.1.1	leukocyte	F
H12.B002423.3_39_F.1.1	leukocyte	F
C16.B002423.3_39_F.1.1	leukocyte	F
B15.B002423.3_39_F.1.1	leukocyte	F
H14.B002423.3_39_F.1.1	leukocyte	F
C20.B002423.3_39_F.1.1	leukocyte	F
I20.B002423.3_39_F.1.1	leukocyte	F
M21.B002423.3_39_F.1.1	leukocyte	F
N1.B002423.3_39_F.1.1	leukocyte	F
O9.B002423.3_39_F.1.1	leukocyte	F
N6.B002423.3_39_F.1.1	leukocyte	F
P20.B002423.3_39_F.1.1	leukocyte	F
N11.B002423.3_39_F.1.1	leukocyte	F
M9.B002423.3_39_F.1.1	leukocyte	F
M10.B002423.3_39_F.1.1	leukocyte	F
N19.B002423.3_39_F.1.1	leukocyte	F
K8.B002427.3_39_F.1.1	leukocyte	F
M12.B002427.3_39_F.1.1	leukocyte	F
M13.B002427.3_39_F.1.1	leukocyte	F
D20.B002427.3_39_F.1.1	leukocyte	F
C19.B002427.3_39_F.1.1	leukocyte	F
L14.B002427.3_39_F.1.1	leukocyte	F
H7.B002427.3_39_F.1.1	leukocyte	F
