Cell	Cell_Type	Gender
K3.MAA000589.3_9_M.1.1	endothelial_cell	M
O12.MAA000589.3_9_M.1.1	endothelial_cell	M
D4.MAA000589.3_9_M.1.1	endothelial_cell	M
K13.MAA000589.3_9_M.1.1	endothelial_cell	M
O15.MAA000589.3_9_M.1.1	endothelial_cell	M
A22.MAA000589.3_9_M.1.1	endothelial_cell	M
G18.MAA000589.3_9_M.1.1	endothelial_cell	M
K17.MAA000589.3_9_M.1.1	endothelial_cell	M
O22.MAA000589.3_9_M.1.1	endothelial_cell	M
B4.MAA000589.3_9_M.1.1	endothelial_cell	M
H16.MAA000589.3_9_M.1.1	endothelial_cell	M
L11.MAA000589.3_9_M.1.1	endothelial_cell	M
B11.MAA000589.3_9_M.1.1	endothelial_cell	M
P22.MAA000898.3_11_M.1.1	endothelial_cell	M
D3.MAA000898.3_11_M.1.1	endothelial_cell	M
O17.MAA000898.3_11_M.1.1	endothelial_cell	M
D4.MAA000898.3_11_M.1.1	endothelial_cell	M
E3.MAA000898.3_11_M.1.1	endothelial_cell	M
E14.MAA000898.3_11_M.1.1	endothelial_cell	M
G3.MAA000898.3_11_M.1.1	endothelial_cell	M
P3.MAA000898.3_11_M.1.1	endothelial_cell	M
G20.MAA000898.3_11_M.1.1	endothelial_cell	M
N14.MAA000898.3_11_M.1.1	endothelial_cell	M
I3.MAA000898.3_11_M.1.1	endothelial_cell	M
P11.MAA000898.3_11_M.1.1	endothelial_cell	M
A4.MAA000898.3_11_M.1.1	endothelial_cell	M
O9.MAA000898.3_11_M.1.1	endothelial_cell	M
M4.MAA000898.3_11_M.1.1	endothelial_cell	M
O6.MAA000899.3_10_M.1.1	endothelial_cell	M
C16.MAA000901.3_10_M.1.1	endothelial_cell	M
F9.MAA000901.3_10_M.1.1	endothelial_cell	M
K22.MAA000901.3_10_M.1.1	endothelial_cell	M
C18.MAA000901.3_10_M.1.1	endothelial_cell	M
L2.MAA000901.3_10_M.1.1	endothelial_cell	M
I12.MAA000901.3_10_M.1.1	endothelial_cell	M
C21.MAA000901.3_10_M.1.1	endothelial_cell	M
A16.MAA000901.3_10_M.1.1	endothelial_cell	M
I13.MAA000901.3_10_M.1.1	endothelial_cell	M
N1.MAA000901.3_10_M.1.1	endothelial_cell	M
A22.MAA000901.3_10_M.1.1	endothelial_cell	M
D1.MAA000901.3_10_M.1.1	endothelial_cell	M
P20.MAA000901.3_10_M.1.1	endothelial_cell	M
L8.MAA000901.3_10_M.1.1	endothelial_cell	M
N3.MAA000901.3_10_M.1.1	endothelial_cell	M
B2.MAA000901.3_10_M.1.1	endothelial_cell	M
N4.MAA000901.3_10_M.1.1	endothelial_cell	M
B3.MAA000901.3_10_M.1.1	endothelial_cell	M
F22.MAA000901.3_10_M.1.1	endothelial_cell	M
D16.MAA000901.3_10_M.1.1	endothelial_cell	M
L12.MAA000901.3_10_M.1.1	endothelial_cell	M
O16.MAA000901.3_10_M.1.1	endothelial_cell	M
L15.MAA000901.3_10_M.1.1	endothelial_cell	M
L18.MAA000901.3_10_M.1.1	endothelial_cell	M
C1.MAA000901.3_10_M.1.1	endothelial_cell	M
E17.MAA000901.3_10_M.1.1	endothelial_cell	M
K9.MAA000901.3_10_M.1.1	endothelial_cell	M
H3.MAA000901.3_10_M.1.1	endothelial_cell	M
P3.MAA000901.3_10_M.1.1	endothelial_cell	M
E20.MAA000901.3_10_M.1.1	endothelial_cell	M
H20.MAA000901.3_10_M.1.1	endothelial_cell	M
M9.MAA000901.3_10_M.1.1	endothelial_cell	M
P7.MAA000901.3_10_M.1.1	endothelial_cell	M
A3.MAA000901.3_10_M.1.1	endothelial_cell	M
M11.MAA000901.3_10_M.1.1	endothelial_cell	M
K18.MAA000901.3_10_M.1.1	endothelial_cell	M
C11.MAA000901.3_10_M.1.1	endothelial_cell	M
K19.MAA000901.3_10_M.1.1	endothelial_cell	M
B17.MAA000903.3_11_M.1.1	endothelial_cell	M
A19.MAA000903.3_11_M.1.1	endothelial_cell	M
B7.MAA000903.3_11_M.1.1	endothelial_cell	M
B8.MAA000903.3_11_M.1.1	endothelial_cell	M
B9.MAA000903.3_11_M.1.1	endothelial_cell	M
A7.MAA000903.3_11_M.1.1	endothelial_cell	M
A12.MAA000903.3_11_M.1.1	endothelial_cell	M
B15.MAA000903.3_11_M.1.1	endothelial_cell	M
H11.MAA000903.3_11_M.1.1	endothelial_cell	M
F7.MAA000903.3_11_M.1.1	endothelial_cell	M
F8.MAA000903.3_11_M.1.1	endothelial_cell	M
H15.MAA000903.3_11_M.1.1	endothelial_cell	M
F10.MAA000903.3_11_M.1.1	endothelial_cell	M
F11.MAA000903.3_11_M.1.1	endothelial_cell	M
H18.MAA000903.3_11_M.1.1	endothelial_cell	M
N15.MAA000903.3_11_M.1.1	endothelial_cell	M
F15.MAA000903.3_11_M.1.1	endothelial_cell	M
K4.MAA000903.3_11_M.1.1	endothelial_cell	M
K5.MAA000903.3_11_M.1.1	endothelial_cell	M
K6.MAA000903.3_11_M.1.1	endothelial_cell	M
K9.MAA000903.3_11_M.1.1	endothelial_cell	M
P11.MAA000903.3_11_M.1.1	endothelial_cell	M
M7.MAA000903.3_11_M.1.1	endothelial_cell	M
D21.MAA000903.3_11_M.1.1	endothelial_cell	M
K11.MAA000903.3_11_M.1.1	endothelial_cell	M
G13.MAA000903.3_11_M.1.1	endothelial_cell	M
O6.MAA000903.3_11_M.1.1	endothelial_cell	M
M16.MAA000903.3_11_M.1.1	endothelial_cell	M
K22.MAA000903.3_11_M.1.1	endothelial_cell	M
O11.MAA000903.3_11_M.1.1	endothelial_cell	M
G18.MAA000903.3_11_M.1.1	endothelial_cell	M
C14.MAA000903.3_11_M.1.1	endothelial_cell	M
O12.MAA000903.3_11_M.1.1	endothelial_cell	M
H2.MAA000903.3_11_M.1.1	endothelial_cell	M
L2.MAA000903.3_11_M.1.1	endothelial_cell	M
E13.MAA000903.3_11_M.1.1	endothelial_cell	M
O15.MAA000903.3_11_M.1.1	endothelial_cell	M
J9.MAA000903.3_11_M.1.1	endothelial_cell	M
C18.MAA000903.3_11_M.1.1	endothelial_cell	M
J11.MAA000903.3_11_M.1.1	endothelial_cell	M
L9.MAA000903.3_11_M.1.1	endothelial_cell	M
N6.MAA000903.3_11_M.1.1	endothelial_cell	M
O19.MAA000903.3_11_M.1.1	endothelial_cell	M
G10.MAA000917.3_11_M.1.1	endothelial_cell	M
D4.MAA000917.3_11_M.1.1	endothelial_cell	M
C1.MAA000917.3_11_M.1.1	endothelial_cell	M
F17.MAA000917.3_11_M.1.1	endothelial_cell	M
E16.MAA000917.3_11_M.1.1	endothelial_cell	M
G22.MAA000917.3_11_M.1.1	endothelial_cell	M
H9.MAA000917.3_11_M.1.1	endothelial_cell	M
H11.MAA000917.3_11_M.1.1	endothelial_cell	M
J18.MAA000917.3_11_M.1.1	endothelial_cell	M
I15.MAA000917.3_11_M.1.1	endothelial_cell	M
K2.MAA000917.3_11_M.1.1	endothelial_cell	M
I21.MAA000917.3_11_M.1.1	endothelial_cell	M
K3.MAA000917.3_11_M.1.1	endothelial_cell	M
H2.MAA000917.3_11_M.1.1	endothelial_cell	M
D19.MAA000917.3_11_M.1.1	endothelial_cell	M
E22.MAA000917.3_11_M.1.1	endothelial_cell	M
C15.MAA000917.3_11_M.1.1	endothelial_cell	M
I8.MAA000917.3_11_M.1.1	endothelial_cell	M
M2.MAA000917.3_11_M.1.1	endothelial_cell	M
L8.MAA000917.3_11_M.1.1	endothelial_cell	M
N16.MAA000917.3_11_M.1.1	endothelial_cell	M
N17.MAA000917.3_11_M.1.1	endothelial_cell	M
J6.MAA000917.3_11_M.1.1	endothelial_cell	M
I4.MAA000917.3_11_M.1.1	endothelial_cell	M
E8.MAA000918.3_10_M.1.1	endothelial_cell	M
L6.MAA000918.3_10_M.1.1	endothelial_cell	M
L12.MAA000918.3_10_M.1.1	endothelial_cell	M
F1.MAA000918.3_10_M.1.1	endothelial_cell	M
A8.MAA000918.3_10_M.1.1	endothelial_cell	M
A9.MAA000918.3_10_M.1.1	endothelial_cell	M
A17.MAA000918.3_10_M.1.1	endothelial_cell	M
H21.MAA000918.3_10_M.1.1	endothelial_cell	M
N11.MAA000918.3_10_M.1.1	endothelial_cell	M
C2.MAA000918.3_10_M.1.1	endothelial_cell	M
I5.MAA000918.3_10_M.1.1	endothelial_cell	M
J7.MAA000918.3_10_M.1.1	endothelial_cell	M
J19.MAA000918.3_10_M.1.1	endothelial_cell	M
K11.MAA000918.3_10_M.1.1	endothelial_cell	M
E7.MAA000918.3_10_M.1.1	endothelial_cell	M
G19.MAA000919.3_10_M.1.1	endothelial_cell	M
K22.MAA000919.3_10_M.1.1	endothelial_cell	M
L1.MAA000919.3_10_M.1.1	endothelial_cell	M
O4.MAA000919.3_10_M.1.1	endothelial_cell	M
O5.MAA000919.3_10_M.1.1	endothelial_cell	M
P10.MAA000919.3_10_M.1.1	endothelial_cell	M
L10.MAA000919.3_10_M.1.1	endothelial_cell	M
N1.MAA000919.3_10_M.1.1	endothelial_cell	M
L12.MAA000919.3_10_M.1.1	endothelial_cell	M
D2.MAA000919.3_10_M.1.1	endothelial_cell	M
H16.MAA000919.3_10_M.1.1	endothelial_cell	M
O11.MAA000919.3_10_M.1.1	endothelial_cell	M
P14.MAA000919.3_10_M.1.1	endothelial_cell	M
O13.MAA000919.3_10_M.1.1	endothelial_cell	M
N12.MAA000919.3_10_M.1.1	endothelial_cell	M
P18.MAA000919.3_10_M.1.1	endothelial_cell	M
M12.MAA000919.3_10_M.1.1	endothelial_cell	M
O22.MAA000919.3_10_M.1.1	endothelial_cell	M
M13.MAA000919.3_10_M.1.1	endothelial_cell	M
J22.MAA000919.3_10_M.1.1	endothelial_cell	M
N22.MAA000919.3_10_M.1.1	endothelial_cell	M
O2.MAA000919.3_10_M.1.1	endothelial_cell	M
D8.MAA000920.3_11_M.1.1	endothelial_cell	M
D9.MAA000920.3_11_M.1.1	endothelial_cell	M
J14.MAA000920.3_11_M.1.1	endothelial_cell	M
L10.MAA000920.3_11_M.1.1	endothelial_cell	M
H17.MAA000920.3_11_M.1.1	endothelial_cell	M
J17.MAA000920.3_11_M.1.1	endothelial_cell	M
N10.MAA000920.3_11_M.1.1	endothelial_cell	M
K4.MAA000920.3_11_M.1.1	endothelial_cell	M
E4.MAA000920.3_11_M.1.1	endothelial_cell	M
P8.MAA000920.3_11_M.1.1	endothelial_cell	M
E13.MAA000920.3_11_M.1.1	endothelial_cell	M
K14.MAA000920.3_11_M.1.1	endothelial_cell	M
I13.MAA000920.3_11_M.1.1	endothelial_cell	M
E21.MAA000920.3_11_M.1.1	endothelial_cell	M
P17.MAA000920.3_11_M.1.1	endothelial_cell	M
G18.MAA000920.3_11_M.1.1	endothelial_cell	M
A5.MAA000920.3_11_M.1.1	endothelial_cell	M
D3.MAA000920.3_11_M.1.1	endothelial_cell	M
N1.MAA000920.3_11_M.1.1	endothelial_cell	M
O16.MAA000920.3_11_M.1.1	endothelial_cell	M
J3.MAA000920.3_11_M.1.1	endothelial_cell	M
J6.MAA000920.3_11_M.1.1	endothelial_cell	M
A7.MAA000936.3_9_M.1.1	endothelial_cell	M
C13.MAA000936.3_9_M.1.1	endothelial_cell	M
C21.MAA000936.3_9_M.1.1	endothelial_cell	M
O10.MAA000936.3_9_M.1.1	endothelial_cell	M
