Cell	Cell_Type	Gender
G5.MAA001895.3_38_F.1.1	endothelial_cell	F
C4.MAA001895.3_38_F.1.1	endothelial_cell	F
G22.MAA001895.3_38_F.1.1	endothelial_cell	F
C5.MAA001895.3_38_F.1.1	endothelial_cell	F
B1.MAA001895.3_38_F.1.1	endothelial_cell	F
E6.MAA001895.3_38_F.1.1	endothelial_cell	F
B2.MAA001895.3_38_F.1.1	endothelial_cell	F
E12.MAA001895.3_38_F.1.1	endothelial_cell	F
A1.MAA001895.3_38_F.1.1	endothelial_cell	F
C12.MAA001895.3_38_F.1.1	endothelial_cell	F
F18.MAA001895.3_38_F.1.1	endothelial_cell	F
D7.MAA001895.3_38_F.1.1	endothelial_cell	F
B5.MAA001895.3_38_F.1.1	endothelial_cell	F
A6.MAA001895.3_38_F.1.1	endothelial_cell	F
A8.MAA001895.3_38_F.1.1	endothelial_cell	F
A9.MAA001895.3_38_F.1.1	endothelial_cell	F
D3.MAA001895.3_38_F.1.1	endothelial_cell	F
F14.MAA001895.3_38_F.1.1	endothelial_cell	F
C15.MAA001895.3_38_F.1.1	endothelial_cell	F
A4.MAA001895.3_38_F.1.1	endothelial_cell	F
B6.MAA001895.3_38_F.1.1	endothelial_cell	F
F4.MAA001895.3_38_F.1.1	endothelial_cell	F
B11.MAA001895.3_38_F.1.1	endothelial_cell	F
D1.MAA001895.3_38_F.1.1	endothelial_cell	F
F7.MAA001895.3_38_F.1.1	endothelial_cell	F
D4.MAA001895.3_38_F.1.1	endothelial_cell	F
F15.MAA001895.3_38_F.1.1	endothelial_cell	F
P20.B000621.3_56_F.1.1	endothelial_cell	F
E22.B000621.3_56_F.1.1	endothelial_cell	F
D21.B003275.3_38_F.1.1	endothelial_cell	F
G15.B003275.3_38_F.1.1	endothelial_cell	F
B19.B003275.3_38_F.1.1	endothelial_cell	F
D22.B003275.3_38_F.1.1	endothelial_cell	F
